LATITUDE,LONGITUDE,DATE,TIME,cluster,MESSAGE
40.7561,-73.987,11/3/12,23:01:54,cluster2,would like cordial invite charity event victim hurricane Sandi host close friend
22.535965,-46.639284,11/5/12,18:48:14,cluster3,continue keep affect hurricane Sandi thought red cross alway great place
35.7915,-78.7811,11/1/12,23:34:06,cluster1,hurricane Sandi relief info
23.0396,72.566,11/1/12,13:30:22,cluster2,donat hurricane Sandi relief american hit hard
-14.235,-51.9253,11/5/12,16:49:03,cluster2,unit chain help victim hurricane text convoy donat
-74.1188,40.808,11/2/12,13:48:08,cluster1,collect food clean supply victim hurricane cometh donat
40.766,-73.0191,11/4/12,18:06:25,cluster2,collect donat victim hurricane pleas drop offic thank
40.6372,-74.2453,11/4/12,1:23:05,cluster2,collect donat hurricane Sandi victim food winter coat pale into stone
40.7561,-73.987,11/1/12,17:03:36,cluster1,collect water hurricane victim Sandi start friday sunday night
22.535965,-46.639284,11/2/12,16:19:51,cluster3,need help distress hurricane Sandi via red cross salat army cours prayer
34.0522,-118.243,11/3/12,1:04:18,cluster2,close hope text recross donat hurricane
22.535965,-46.639284,11/6/12,1:50:29,cluster3,way help hurricane Sandi american red text recross
32.7931,-79.9413,11/1/12,15:01:58,cluster1,help hurricane Sandi text
40.6046,-74.1199,11/2/12,17:26:33,cluster1,watch live Jon bon Jovi mani other rais money victim hurricane
40.0583,-74.4057,11/3/12,0:11:56,cluster2,watch telethon hurricane Sandi relief NBC donat relief
34.0522,-118.243,11/3/12,0:00:02,cluster1,watch hurricane Sandi relief benefit concert help rais money
41.4859,-90.4997,11/2/12,21:30:55,cluster1,watch hurricane relief benefit concert fund rais  toward dikast relief
40.473,-80.0782,11/5/12,17:23:47,cluster1,thing people need hurricane victim need supply
40.7561,-73.987,11/2/12,23:55:32,cluster1,come benefit victim tweet storm relief effort
40.274,-76.8849,11/5/12,16:38:02,cluster1,watch live noon abc coverage central pennsylvania food bank hurricane Sandi relief
40.6958,-73.8402,11/3/12,3:29:59,cluster2,Sandi come touch donat help affect
22.535965,-46.639284,11/3/12,0:23:11,cluster2,watch NBC hurricane Sandi relief concert pretty power pleas text recross donat dollar
29.6447,-82.3481,11/3/12,0:32:58,cluster3,watch hurricane Sandi special sad people pleas donat red cross gave buck little bit
22.535965,-46.639284,11/3/12,0:43:03,cluster3,watch hurricane come together people dire strait donat text red cross pleas help
22.535965,-46.639284,11/3/12,0:11:54,cluster3,watch hurricane come together text red cross donat red cross
22.535965,-46.639284,11/3/12,3:28:32,cluster2,watch hurricane come together every bit help text recross make simple donat
37.0902,-95.7129,11/3/12,1:01:48,cluster3,watch hurricane Sandi come together telethon pleas join donat help red cross relief effort
37.676,-121.897,11/7/12,21:23:03,cluster1, tomorrow man phone Sandi relief fund
40.958,-74.1618,11/1/12,11:41:04,cluster1,want volant help
22.535965,-46.639284,11/3/12,21:24:00,cluster2,want know help pet hurricane list resource get start
39.2461,-94.4213,10/31/12,14:28:42,cluster1,want help hurricane text convoy give dikast response EASI
33.7545,-84.3897,10/30/12,20:19:42,cluster1,want help victim hurricane txt recross 
30.3336,78.0478,11/7/12,23:25:48,cluster1,want help victim hurricane get cold
41.4776,-71.3356,11/4/12,21:54:53,cluster1,want help affect hurricane shop eat support main  mom pop shop
32.7811,-96.7971,10/31/12,0:35:01,cluster1,want help affect hurricane one place
42.3302,-83.0459,11/2/12,18:45:18,cluster3,want help victim hurricane make donat red cross detail
36.7783,-119.418,11/2/12,17:44:54,cluster1,help victim hurricane Sandi well get jane Austen fix buy
22.535965,-46.639284,10/31/12,21:45:17,cluster2,want help recovery effort hurricane response donat mucor relief
40.7825,-73.4093,11/3/12,1:43:18,cluster2,want text recross donat hurricane Sandi relief pleas  help 
39.767,-86.1563,11/2/12,14:46:05,cluster1,want help people affect hurricane donat red
27.9814,-82.4511,11/5/12,1:48:38,cluster3,want help victim hurricane red cross
31.2244,121.476,11/6/12,15:47:38,cluster2,want help hurricane Sandi check city harvest website make donat
35.717,-79.8108,11/6/12,0:37:52,cluster1,help directly hurricane Sandi relief heather
41.8795,-87.6243,11/3/12,16:36:00,cluster2,want family affect hurricane start fundraise show
35.0636,-85.2548,11/3/12,14:20:21,cluster2,want donat victim match every penni donat
40.7561,-73.987,11/1/12,7:00:12,cluster2,want donat hurricane check list charity make
40.7282,-73.7949,11/2/12,19:32:25,cluster1,want donat volant time hurricane whole bunch resource
44.8166,-91.5006,11/3/12,21:36:23,cluster2,wan  help affect hurricane check new metropolis resort blog help
37.0902,-95.7129,10/31/12,18:50:29,cluster1,volant need hurricane Sandi canal Hester  organ much need relief effort
22.535965,-46.639284,11/5/12,2:24:51,cluster3,volant red cross help hurricane Sandi relief bought ton zorbeez soak flood street
42.3589,-71.0578,11/4/12,22:16:46,cluster2,visit donat portion book hurricane relief effort
22.535965,-46.639284,11/3/12,2:18:28,cluster2,visit CNN impact world inform best way help hurricane victim volant cleanup effort
33.4219,-111.94,11/5/12,18:00:43,cluster3,visit american red cross  way donat volant help people affect hurricane Sandi new
38.3067,-85.8211,11/5/12,16:08:26,cluster1,veteran hurricane Sandi endless upcome event
40.6021,-75.4717,11/3/12,0:28:20,cluster2,hard watch victim hurricane Sandi text recross donat
41.8795,-87.6243,11/1/12,23:10:06,cluster1,other support hurricane Sandi relief effort directly 
22.535965,-46.639284,11/1/12,2:30:28,cluster3,use Ithun donat american red cross hurricane Sandi relief effort
22.535965,-46.639284,11/1/12,13:16:08,cluster3,update blog appl enable hurricane Sandi red cross donat Ithun 
22.535965,-46.639284,11/5/12,1:07:46,cluster3,unit way hurricane Sandi recovery red cross
30.2687,-97.7452,11/1/12,15:26:21,cluster1,unit way hurricane Sandi relief every help
31.2448,-92.145,11/5/12,17:31:38,cluster1,unit way help affect hurricane Sandi
22.535965,-46.639284,10/31/12,3:31:55,cluster2,donat relief via
31.2868,-92.4395,11/3/12,17:14:04,cluster2,volant hurricane relief effort without sound like dick
39.9516,-75.1638,10/31/12,2:52:34,cluster1,txt recross help hurricane Sandi victim pleas  spread word awesome
29.9918,-95.3927,11/3/12,0:47:46,cluster2,txt recross donat victim hurricane donat repute organ
31.9686,-99.9018,11/3/12,23:28:09,cluster2,  event help hurricane Sandi print pic  bring
22.535965,-46.639284,11/5/12,5:53:05,cluster1,twitter follow race charity follow hurricane Sandi relief fundraise saturday
40.6752,-73.971,11/2/12,1:45:28,cluster3,give red cross help devast hurricane Sandi
40.7561,-73.987,10/30/12,22:29:06,cluster1,tweet tim Keller wisdom hurricane Sandi relief would like
22.535965,-46.639284,11/5/12,1:22:22,cluster1,tune wednesday thursday waxworm radio help hurricane Sandi relief
32.7188,-117.164,11/3/12,2:48:00,cluster2,NBC live benefit telethon hurricane Sandi victim
40.7867,-77.8582,11/4/12,15:13:04,cluster2,truck blains Alexandr dealership accept donat hurricane Sandi victim today
40.8437,-73.2815,11/1/12,16:38:14,cluster1,trivia night benefit hurricane Sandi relief effort
40.7561,-73.987,11/5/12,19:57:16,cluster2,support victim yabu event donat portion prove relief fund
56.1304,-106.347,11/1/12,18:49:36,cluster1,top story hurricane Sandi cancel blood help huffington post
40.6618,-73.6391,11/3/12,16:28:33,cluster2,tonight offer top shelf open bar goe hurricane Sandi relief
40.7561,-73.987,11/2/12,22:59:16,cluster1,tonight watch telethon help victim hurricane Sandi donat
22.535965,-46.639284,11/3/12,21:40:56,cluster2,tomorrow game  make sure carpool bring item donat hurricane victim GCC
22.535965,-46.639284,11/4/12,23:29:58,cluster1,tomorrow day give abc hurricane Sandi relief pleas give
29.9017,-81.3202,11/1/12,20:15:35,cluster2,make donat unit way hurricane Sandi recovery text recovery
39.767,-86.1563,11/1/12,23:17:07,cluster2,help hurricane text recross donat
-33.8671,151.207,11/3/12,1:55:07,cluster2,help victim hurricane sandytxt recross visit   people
40.7561,-73.987,11/1/12,23:42:19,cluster1,help devast hurricane lack bare tri pathol relief
22.535965,-46.639284,11/3/12,1:01:37,cluster2,help affect hurricane Sandi visit call text recross
40.7716,-111.888,11/3/12,1:15:08,cluster3,help north east coast recon damage caus hurricane ippon user donat red cross use
22.535965,-46.639284,11/1/12,18:20:42,cluster3,help aid hit hurricane Sandi pleas donat american red cross
22.535965,-46.639284,10/31/12,17:11:39,cluster3,part help impact hurricane contribute red cross join 
40.6752,-73.971,11/5/12,16:52:50,cluster1,help affect hurricane Sandi find via
44.3148,-85.6024,11/5/12,17:04:59,cluster2,today donat hurricane relief
36.1146,-115.173,11/3/12,20:29:25,cluster2,make differ hurricane
34.0522,-118.243,11/7/12,21:07:50,cluster2,twitcher donat victim hurricane Sandi today water etc
-37.8233,145.181,11/3/12,3:47:25,cluster2,old auction benefit hurricane Sandi relief effort via
39.767,-86.1563,10/30/12,19:22:44,cluster2,time  donat hurricane Sandi relief blog via
35.4931,-97.4591,11/3/12,1:45:20,cluster2,auction underway game tonight rais help victim hurricane Sandi
43.0402,-87.9145,10/30/12,22:10:46,cluster1,prayer affect hurricane Sandi text word make
34.098,-118.327,10/30/12,19:04:03,cluster1,thought prayer everyone affect visit lot use inform stay safe guy
43.6702,-79.3868,11/2/12,0:58:36,cluster3,thought prayer  impact hurricane Sandi red cross rais fund pleas donat
22.535965,-46.639284,11/4/12,8:10:09,cluster2,thought prayer everyone still suffer aftermath hurricane text recross donat thank
22.535965,-46.639284,10/31/12,17:55:07,cluster1,affect hurricane Sandi thought prayer help  help
41.1512,-81.3627,11/1/12,13:06:55,cluster2,donat  make donat hurricane Sandi relief via Ithun
40.7561,-73.987,11/5/12,16:46:14,cluster1,wednesday hold hurricane relief class sign prove  help relief effort
37.0902,-95.7129,11/1/12,9:53:31,cluster1,shot last summer  Sandi hit fund  hurricane relief pleas help
17.3678,78.4856,11/4/12,1:08:02,cluster2,mon CVR ent set hurricane Sandi relief could donat rais million
25.7743,-80.1903,11/3/12,0:48:35,cluster2,love NYC wish hometown speed text help hurricane Sandi
22.535965,-46.639284,11/5/12,0:37:17,cluster1,first charity fundraise event hurricane Sandi relief pleas  spread word
36.1774,-94.5296,11/5/12,23:01:41,cluster1,Haddonfield benefit hurricane Sandi relief shoot big score
37.2726,-79.9424,11/5/12,0:57:40,cluster1,Kroger help hurricane Sandi victim local food bank pleas  thank
22.535965,-46.639284,11/5/12,22:06:49,cluster1,friday night come darb fundraise support hurricane relief
36.1146,-115.173,10/31/12,17:09:54,cluster2,think affect hurricane Sandi donat text recross generous effort make differ
22.535965,-46.639284,10/30/12,20:31:45,cluster1,tri help motive people help could look pass
43.1066,-88.4939,10/30/12,17:15:35,cluster1, card even  help victim hurricane pleas give  via
27.9814,-82.4511,11/1/12,3:26:53,cluster1,lot question come help victim told
22.535965,-46.639284,10/30/12,23:12:34,cluster3,red cross accept donat hurricane Sandi relief support effort donat text recross
41.4037,-73.4594,11/2/12,13:33:23,cluster1,picture seen jersey shore get destroy hurricane Sandi devast need helper like donat
39.3999,-8.22445,11/6/12,15:41:48,cluster1,paramount strong island hurricane Sandi relief concert feature script 
39.9516,-75.1638,10/31/12,0:33:03,cluster1,learn good get  support hurricane Sandi relief
22.535965,-46.639284,11/2/12,20:51:00,cluster1,found collect donat hurricane Sandi relief
22.535965,-46.639284,11/3/12,0:20:44,cluster2,image hurricane Sandi done bring tear eye help affect pleas people need help
43.0508,-76.1474,11/3/12,2:01:02,cluster2,hurricane Sandi telethon still help donat relief effort
42.121,-88.2809,11/7/12,20:44:26,cluster2,hurricane Sandi bundle end donat get awesome 
22.535965,-46.639284,11/3/12,16:19:59,cluster2,theglambar accept donat victim hurricane stop drop can
40.1779,-74.5835,11/3/12,0:57:24,cluster3, pleas text red cross help affect hurricane
33.7937,-83.7114,11/1/12,15:09:16,cluster3,devast hurricane horrible make sure afford donat american red cross
43.6702,-79.3868,10/30/12,22:00:46,cluster3,destruct caus hurricane Sandi tragic help donat red cross
40.0583,-74.4057,11/3/12,0:52:33,cluster2,damage hurricane pleas help
39.8833,-86.5429,10/31/12,21:57:39,cluster1,six way help hurricane victim
22.535965,-46.639284,11/1/12,21:36:44,cluster1,church  elect still power help  help victim hurricane Sandi support goe directly victim
22.535965,-46.639284,11/3/12,23:12:36,cluster2,canadian pocul citizen every donat hurricane relief fund imagine differ old make
22.535965,-46.639284,11/1/12,19:57:02,cluster3,blood drive extend ballroom help affect red cross need
36.1589,-86.7821,11/2/12,18:50:55,cluster3,american red cross need two thing assist aftermath hurricane monetary donat
22.535965,-46.639284,11/4/12,19:23:24,cluster1,line charity shirt victim hurricane Sandi
43.1541,-77.6193,10/31/12,16:49:08,cluster1,thank broadcast live hurricane relief call make
35.5778,-80.8187,11/2/12,16:54:36,cluster1,thank help  rais fund hurricane Sandi relief effort donat
40.7561,-73.987,11/1/12,20:33:20,cluster3,thank  collect donat red cross begin victim hurricane
34.7244,-92.2789,10/30/12,21:17:02,cluster1,text help victim superstore arkansas resid see devast hurricane Sandi
43.0621,-89.4008,11/1/12,12:47:17,cluster2,word donat dikast relief hurricane
38.2561,-85.7515,11/2/12,0:32:28,cluster2,text word response give dimmed donat hurricane dikast response article
22.535965,-46.639284,10/30/12,22:42:54,cluster2,text donat hurricane relief thank campaign
-74.5775,40.0592,11/3/12,3:18:52,cluster2,text recross donat help victim hurricane Sandi every dollar
37.6022,-122.016,11/3/12,0:28:31,cluster2,make donat help victim hurricane Sandi  amon guy
40.7858,-73.7254,11/3/12,0:20:37,cluster2,text recross make donat help devast hurricane live turn dream
34.7415,-120.093,11/3/12,0:50:18,cluster2,text recross make donat help victim hurricane princess  command
22.535965,-46.639284,10/30/12,18:20:13,cluster2,text recross make every little bit help effect hurricane
30.2687,-97.7452,11/3/12,3:23:12,cluster2,text recross make donat hurricane Sandi relief
39.6136,-86.1159,11/3/12,0:18:40,cluster2,text recross help victim hurricane Sandi move show tonight
22.535965,-46.639284,11/3/12,3:39:58,cluster2,donat EASI hurricane Sandi relief simple way help thousand
22.535965,-46.639284,11/1/12,14:10:05,cluster3,text recross donat red cross help hurricane victim
30.3262,-81.6579,11/3/12,0:41:47,cluster3,text recross donat red cross hurricane Sandi relief
22.535965,-46.639284,10/30/12,17:27:11,cluster2,text recross donat relief
40.6752,-73.971,11/2/12,0:47:35,cluster2,text recross donat hurricane Sandi relief effort visit every
32.7188,-117.164,10/30/12,18:35:35,cluster2,donat hurricane Sandi victim charge phone
42.7846,-83.2424,11/2/12,15:01:15,cluster2,text recross donat hurricane relief
37.0902,-95.7129,11/3/12,1:12:32,cluster2,donat help recovery hurricane
22.535965,-46.639284,10/31/12,13:47:22,cluster3,text recross donat american red cross dikast help affect hurricane Sandi
33.7545,-84.3897,10/31/12,11:31:29,cluster2,text recross donat text donat give toward hurricane Sandi dikast relief
40.6752,-73.971,11/2/12,6:32:06,cluster2,text donat hurricane Sandi relief
22.535965,-46.639284,11/3/12,0:49:20,cluster2,text recross donat everyone effect hurricane Sandi every penni count
42.3789,-71.0283,11/3/12,0:13:43,cluster2,text recross donat instantly help hurricane Sandi relief
22.535965,-46.639284,11/3/12,4:12:45,cluster2,text recross donat victim hurricane
22.535965,-46.639284,11/4/12,19:05:56,cluster2,text mobil phone dollar donat help victim hurricane
32.1574,-82.9071,11/3/12,22:17:39,cluster2,text recross make donat affect hurricane Sandi
27.9814,-82.4511,10/31/12,2:03:34,cluster2,text recross phone donat  next phone bill hurricane dikast rely
28.0745,-82.708,11/3/12,0:53:38,cluster3,text red cross hurricane Sandi
40.3015,-79.5389,11/3/12,17:10:27,cluster2,text recross donat red help relief effort eastcoast also donat
26.727,-81.8443,11/1/12,3:57:33,cluster2,text recross instantly donat help hurricane Sandi dikast make feel
41.7435,-88.0118,11/1/12,17:05:20,cluster2,text recross donat recovery effort
42.4486,-71.055,11/3/12,0:29:39,cluster2,text recross donat help people whose live devast hurricane Sandi
33.4483,-112.074,11/3/12,0:41:43,cluster2,donat help fellow american affect hurricane Sandi
22.535965,-46.639284,11/2/12,23:04:30,cluster2,text recross donat canadian help people affect hurricane
37.3553,-78.8229,11/1/12,12:11:28,cluster1,text hope help hurricane relief
22.535965,-46.639284,11/2/12,12:47:47,cluster2,text hope donat nazarene compassion ministry hurricane Sandi response
-74.006,40.7144,11/2/12,15:36:52,cluster1,word donat victim hurricane Sandi strawberry square
22.535965,-46.639284,11/3/12,20:48:29,cluster2,text recross send donat hurricane Sandi victim need help pleas between
22.535965,-46.639284,11/3/12,1:26:26,cluster2,text recross help hurricane victim ten dollar
22.535965,-46.639284,11/1/12,21:13:05,cluster3,text help hurricane relief directly red cross
40.4255,-74.4162,11/2/12,14:04:31,cluster1,telethon benefit hurricane Sandi victim
40.7561,-73.987,11/5/12,1:17:44,cluster1,ted Rossi collect avail portion prove benefit red Sandi
36.1146,-115.173,11/2/12,0:05:42,cluster3,american red cross donat accept Ithun hurricane Sandi 
22.535965,-46.639284,11/2/12,20:31:14,cluster1,way geek help hurricane Sandi relief
49.2144,-2.13125,11/7/12,20:43:11,cluster1,policy union hold cloth drive hurricane victim
40.0583,-74.4057,11/3/12,0:52:46,cluster2,pleas text recross make donat hurricane Sandi thank
39.3603,-74.4373,11/5/12,20:11:55,cluster2,take moment open pocket donat victim hurricane Sandi talant city
38.8921,-77.0241,11/5/12,0:22:11,cluster1,volant hurricane relief new hope baptist church coordain effort call
41.8795,-87.6243,11/5/12,0:18:14,cluster3,portion prove also  hurricane Sandi relief present american red cross check
39.1977,-121.249,11/2/12,1:43:36,cluster3,great way help victim hurricane fundraise sale red cross
22.535965,-46.639284,11/1/12,11:52:33,cluster2,Ithun accept donat hurricane Sandi home
22.535965,-46.639284,11/2/12,22:05:11,cluster1,survive boutique hold cloth drive victim hurricane Sandi people need
34.0522,-118.243,11/3/12,1:07:20,cluster2,support victim hurricane every album sold donat red
37.6513,-91.8612,11/3/12,0:03:42,cluster2,support hurricane relief concert station txt recross donat
46.9102,-124.117,11/5/12,2:25:02,cluster1,support effort via help woman lost hurricane Sandi
22.535965,-46.639284,11/3/12,17:55:00,cluster2,support hurricane Sandi relief effort bid great vip expert
22.535965,-46.639284,10/30/12,18:53:38,cluster3,support hurricane Sandi relief american red american salat army
27.6648,-81.5158,10/31/12,18:31:43,cluster1,support hurricane Sandi relief effort eBay Paypal
37.0902,-95.7129,11/2/12,19:02:27,cluster1,support relief unit airline let donat help victim hurricane Sandi
40.9889,-73.7775,11/2/12,16:41:46,cluster1,super storm Sandi left devast wake follow link would like help hurricane
40.8269,-73.9228,11/1/12,18:28:33,cluster1,student active collect hurricane Sandi
32.7811,-96.7971,11/3/12,4:33:20,cluster3,stop remind everyone help victim hurricane Sandi donat red cross
38.6275,-90.1984,11/1/12,22:31:06,cluster1, help survivor
30.4045,-90.1594,11/7/12,23:03:04,cluster2,still time support train hope hurricane Sandi relief effort new donat
22.535965,-46.639284,11/3/12,3:05:55,cluster2,earn tonight new york knick game donat hurricane Sandi said
40.7561,-73.987,11/4/12,19:02:27,cluster2,Staten island hurricane Sandi relief drive union pool today Williamsburg accept donat til
37.0902,-95.7129,11/1/12,12:42:34,cluster3,startup Ithun accept red cross donat hurricane Sandi wednesday made
40.4384,-80.0019,11/2/12,22:25:23,cluster1,start accept donat proved relief effect hurricane Sandi info
49.2636,-123.139,11/3/12,20:45:37,cluster2,sponsor family hurricane Sandi relief effort
32.7188,-117.164,11/2/12,22:01:48,cluster1,spirit give benefit victim family affect hurricane Sandi
39.2943,-76.6143,11/5/12,20:36:47,cluster2,hurricane Sandi relief want donat stuff actual
39.9622,-83.0007,11/3/12,0:33:43,cluster2,donat hurricane Sandi relief text recross tweet
22.535965,-46.639284,11/5/12,5:03:27,cluster3,spare new Gucci wallet match belt donat red cross hurricane aid 
22.535965,-46.639284,11/5/12,14:15:58,cluster1,MTV launch hurricane Sandi relief effort call feature cast fund help
33.7398,-116.374,11/2/12,20:47:29,cluster1,way help victim hurricane Sandi 
35.9666,-83.9244,10/31/12,14:40:19,cluster1,way help hurricane relief effort
49.7658,-94.4891,11/4/12,14:36:47,cluster2,dud ask give text recross donat help hurricane Sandi victim
40.7561,-73.987,10/30/12,19:14:21,cluster3,awesome  kid set hot cocoa hurricane relief stand smith south Carrol rais dough red cross
39.9516,-75.1638,10/30/12,14:19:31,cluster2,donat hurricane Sandi Sandi cripple east coast new yor
40.6752,-73.971,10/30/12,15:48:56,cluster2,sign donat blood help victim hurricane
34.0522,-118.243,11/6/12,8:36:06,cluster2,signal call plu size cloth donat hurricane Sandi relief
42.6517,-73.7551,11/3/12,1:01:26,cluster2, pleas text recross donat help affect hurricane Sandi
27.7671,-82.6385,10/31/12,17:01:23,cluster2,show hurricane vital  skin donat use refer
38.2561,-85.7515,11/5/12,21:01:59,cluster1,show support hurricane Sandi relief effort Purchas hurricane cocktail one
22.535965,-46.639284,11/5/12,22:44:07,cluster1,shop give back hurricane Sandi shop help
40.7561,-73.987,11/3/12,13:25:15,cluster2,necklace ear prove donat hurricane Sandi relief
22.535965,-46.639284,11/2/12,13:24:54,cluster1,shop coveter shoppabl today prove  hurricane Sandi
31.3036,-89.3123,11/5/12,21:38:07,cluster2, fan call donat victim hurricane
22.535965,-46.639284,11/5/12,20:44:59,cluster1,set said polit parti pleas help victim hurricane Sandi whaten
-33.8573,150.878,11/3/12,0:28:26,cluster2,sent donat help hurricane Sandi
39.9622,-83.0007,11/2/12,20:38:31,cluster1,send hurricane Sandi relief zaarli
22.535965,-46.639284,11/3/12,0:14:22,cluster2,send text right word recross donat help victim hurricane exxon mean
44.8205,-93.6025,11/2/12,19:59:04,cluster1,see help hurricane Sandi relief
39.8999,-74.9893,11/1/12,2:36:50,cluster1,fix URL pleas  call volant assist talant city hurricane relief effort weekend
39.9442,-74.0749,11/3/12,6:41:17,cluster3,seaside height got hit hard hurricane Sandi give red cross help
33.4219,-111.94,10/31/12,21:58:26,cluster2,searsuck Scottsdale donat sale today fri hurricane relief hometown mani
42.9331,-85.3442,11/3/12,20:03:33,cluster2,scan  code donat hurricane Sandi relief
22.535965,-46.639284,11/3/12,0:11:10,cluster2,proved relief text hurricane donat reply  visit
37.0902,-95.7129,11/3/12,0:29:21,cluster2,pleas donat aid hurricane Sandi
37.0902,-95.7129,11/3/12,0:53:21,cluster2,pleas donat donat help victim hurricane Sandi also 
40.6331,-89.3985,11/3/12,17:51:37,cluster3,wish donat red cross hurricane Sandi amazon take  donat safe secure
40.7561,-73.987,11/3/12,0:20:06,cluster2,watch hurricane Sandi benefit concert pleas help donat help affect hurricane Sandi
22.535965,-46.639284,11/3/12,0:25:37,cluster2,text recross make donat help victim hurricane Sandi
41.5167,-88.0812,11/3/12,0:02:53,cluster2,text recross donat hurricane relief watch sister station
41.5167,-88.0812,11/3/12,0:22:57,cluster2,text recross donat hurricane relief
22.535965,-46.639284,11/3/12,3:53:28,cluster2,text recross contribute relief devast hurricane
